fname,itp_pred,itp_pred_prob,its_pred,its_pred_prob
Uz_time_50_46_.npz,[49],[0.9477778],[94],[0.7111097]
Uz_time_50_47_.npz,[48],[0.94058806],[95],[0.7036268]
Uz_time_50_48_.npz,[47],[0.931046],[67],[0.46517673]
Uz_time_50_49_.npz,[42],[0.9334774],[70],[0.8375011]
Uz_time_50_50_.npz,[46],[0.81647],[61],[0.5856962]
Uz_time_50_51_.npz,[47],[0.9273946],[91],[0.37499616]
Uz_time_50_52_.npz,[48],[0.94626063],[87],[0.7111427]
Uz_time_50_53_.npz,[51],[0.94729626],[101],[0.70386887]
Uz_time_50_54_.npz,[52],[0.9518406],[108],[0.47728255]
Uz_time_50_55_.npz,[53],[0.95223886],[110],[0.5861479]
Uz_time_50_56_.npz,[55],[0.95684606],[120],[0.7143377]
Uz_time_50_57_.npz,[55],[0.931129],[120],[0.7545951]
Uz_time_50_58_.npz,[58],[0.9556512],[124],[0.6101323]
Uz_time_50_59_.npz,[57],[0.9638399],[122],[0.5409577]
Uz_time_50_60_.npz,[60],[0.9628272],[150],[0.48462284]
Uz_time_50_61_.npz,[61],[0.97333217],[161],[0.41675955]
Uz_time_50_62_.npz,[61],[0.9707217],[163],[0.6731984]
Uz_time_50_63_.npz,[61],[0.9691265],[161],[0.6871883]
Uz_time_50_64_.npz,[62],[0.97166955],[162],[0.65339226]
Uz_time_50_65_.npz,[63],[0.9652978],[195],[0.61711144]
Uz_time_50_66_.npz,[64],[0.9676967],[199],[0.62384206]
Uz_time_50_67_.npz,[65],[0.9734934],[194],[0.55521935]
Uz_time_50_68_.npz,[66],[0.9770792],[203],[0.58446217]
Uz_time_50_69_.npz,[66],[0.97027314],[210],[0.5090284]
Uz_time_50_70_.npz,[66],[0.91536677],[],[]
Uz_time_50_71_.npz,[67],[0.9552063],[210],[0.5909159]
Uz_time_50_72_.npz,[68],[0.96006024],[225],[0.6484988]
Uz_time_50_73_.npz,[69],[0.94676673],[331],[0.45478112]
Uz_time_50_74_.npz,[67],[0.9478231],[],[]
Uz_time_50_75_.npz,[70],[0.93729025],[262],[0.46035928]
Uz_time_50_76_.npz,[70],[0.8895206],[],[]
Uz_time_50_77_.npz,[71],[0.9197216],[],[]
Uz_time_50_78_.npz,[71],[0.92509806],[274],[0.22225817]
Uz_time_50_79_.npz,[70],[0.9375945],[258],[0.42355072]
Uz_time_50_80_.npz,[71],[0.923038],[262],[0.6003307]
Uz_time_50_81_.npz,[71],[0.9598589],[267],[0.7565569]
Uz_time_50_82_.npz,[72],[0.9489601],[270],[0.5426741]
Uz_time_50_83_.npz,[73],[0.9629779],[265],[0.47272807]
Uz_time_50_84_.npz,[72],[0.9599092],[259],[0.47341606]
Uz_time_50_85_.npz,[74],[0.9647172],[274],[0.654861]
Uz_time_50_86_.npz,[76],[0.96321183],[294],[0.5145265]
Uz_time_50_87_.npz,[78],[0.9194588],[],[]
Uz_time_50_88_.npz,[76],[0.9601978],[291],[0.5306747]
Uz_time_50_89_.npz,[76],[0.9735146],[303],[0.74774456]
Uz_time_50_90_.npz,[76],[0.9593098],[312],[0.77156425]
Uz_time_50_91_.npz,[75],[0.9548035],[408],[0.75895613]
Uz_time_50_92_.npz,[79],[0.9637824],[372],[0.6084799]
Uz_time_50_93_.npz,[79],[0.9643886],[364],[0.37667727]
Uz_time_50_94_.npz,[73],[0.93300825],[],[]
Uz_time_50_95_.npz,[78],[0.9359965],[283],[0.3627098]
Uz_time_50_96_.npz,[82],[0.9232756],[459],[0.5236127]
Uz_time_51_01_.npz,[78],[0.95351744],[347],[0.7996341]
Uz_time_51_02_.npz,[79],[0.9428568],[343],[0.81968236]
Uz_time_51_03_.npz,[79],[0.949714],[335],[0.59304196]
Uz_time_51_04_.npz,[79],[0.95400923],[378],[0.30683002]
Uz_time_51_05_.npz,[79],[0.95646584],[],[]
Uz_time_51_06_.npz,[71],[0.9305355],[379],[0.37741295]
Uz_time_51_07_.npz,[77],[0.9503086],[385],[0.5581035]
Uz_time_51_08_.npz,[76],[0.9494009],[349],[0.5904096]
Uz_time_51_09_.npz,[75],[0.95043147],[315],[0.4774362]
Uz_time_51_10_.npz,[76],[0.9468426],[313],[0.75281054]
Uz_time_51_11_.npz,[75],[0.9623085],[288],[0.8583047]
Uz_time_51_12_.npz,[76],[0.9490869],[314],[0.30679756]
Uz_time_51_13_.npz,[75],[0.95158434],[310],[0.43394157]
Uz_time_51_14_.npz,[74],[0.97316724],[282],[0.65873146]
Uz_time_51_15_.npz,[73],[0.9589045],[289],[0.50074625]
Uz_time_51_16_.npz,[73],[0.9607147],[267],[0.7081583]
Uz_time_51_17_.npz,[74],[0.92661476],[],[]
Uz_time_51_18_.npz,[73],[0.9134854],[264],[0.21114118]
Uz_time_51_19_.npz,[72],[0.94498485],[274],[0.20983882]
Uz_time_51_20_.npz,[69],[0.9289648],[265],[0.73079365]
Uz_time_51_21_.npz,[65],[0.92261934],[266],[0.6048619]
Uz_time_51_22_.npz,[67],[0.9433027],[262],[0.253423]
Uz_time_51_23_.npz,[65],[0.93042576],[226],[0.34806427]
Uz_time_51_24_.npz,[67],[0.9395663],[226],[0.45729437]
Uz_time_51_25_.npz,[68],[0.950377],[258],[0.48909983]
Uz_time_51_26_.npz,[67],[0.9404694],[258],[0.40400833]
Uz_time_51_27_.npz,[66],[0.94147056],[234],[0.38658524]
Uz_time_51_28_.npz,[60],[0.91511226],[],[]
Uz_time_51_29_.npz,[62],[0.81713617],[210],[0.26415074]
Uz_time_51_30_.npz,[61],[0.8941702],[210],[0.20672725]
Uz_time_51_31_.npz,[65],[0.9728827],[186],[0.38698268]
Uz_time_51_32_.npz,[63],[0.9554383],[],[]
Uz_time_51_33_.npz,[61],[0.9322451],[210],[0.4312508]
Uz_time_51_34_.npz,[62],[0.9455312],[177],[0.34597036]
Uz_time_51_35_.npz,[62],[0.96692854],[166],[0.60540664]
Uz_time_51_36_.npz,[61],[0.96969026],[170],[0.58502793]
Uz_time_51_37_.npz,[60],[0.92504144],[194],[0.38270262]
Uz_time_51_38_.npz,[59],[0.9584217],[155],[0.6608154]
Uz_time_51_39_.npz,[59],[0.83053464],[144],[0.37344378]
Uz_time_51_40_.npz,[57],[0.94486415],[151],[0.6194684]
Uz_time_51_41_.npz,[54],[0.92987657],[202],[0.21253256]
Uz_time_51_42_.npz,[55],[0.94685245],[119],[0.57052535]
Uz_time_51_43_.npz,[52],[0.94987386],[114],[0.6446093]
Uz_time_51_44_.npz,[52],[0.95966554],[107],[0.6288278]
Uz_time_51_45_.npz,[49],[0.9553712],[99],[0.68064743]
Uz_time_51_46_.npz,[48],[0.95382386],[95],[0.702523]
Uz_time_51_47_.npz,[48],[0.948958],[95],[0.64752936]
Uz_time_51_48_.npz,[47],[0.9361367],[99],[0.36611342]
Uz_time_51_49_.npz,[46],[0.88708],[64],[0.6925911]
Uz_time_51_50_.npz,[40],[0.8541589],[46],[0.31918553]
Uz_time_51_51_.npz,[43],[0.92880166],[67],[0.810208]
Uz_time_51_52_.npz,[46],[0.89450777],[64],[0.57140225]
Uz_time_51_53_.npz,[47],[0.94654626],[87],[0.53143436]
Uz_time_51_54_.npz,[49],[0.9618932],[89],[0.7027474]
Uz_time_51_55_.npz,[50],[0.96471745],[98],[0.73482955]
Uz_time_51_56_.npz,[51],[0.96129996],[102],[0.7020968]
Uz_time_51_57_.npz,[51],[0.9502084],[103],[0.6533019]
Uz_time_51_58_.npz,[54],[0.94658554],[110],[0.5142279]
Uz_time_51_59_.npz,[56],[0.9618206],[123],[0.59569347]
Uz_time_51_60_.npz,[57],[0.95748705],[124],[0.5712115]
Uz_time_51_61_.npz,[59],[0.95564276],[146],[0.21755485]
Uz_time_51_62_.npz,[59],[0.96553195],[138],[0.44975927]
Uz_time_51_63_.npz,[60],[0.97032446],[159],[0.65141636]
Uz_time_51_64_.npz,[61],[0.9751143],[161],[0.64806074]
Uz_time_51_65_.npz,[62],[0.9694737],[175],[0.540033]
Uz_time_51_66_.npz,[63],[0.9639747],[182],[0.28994906]
Uz_time_51_67_.npz,[63],[0.96303433],[171],[0.515465]
Uz_time_51_68_.npz,[64],[0.9628374],[175],[0.51445454]
Uz_time_51_69_.npz,[66],[0.97212505],[210],[0.5268446]
Uz_time_51_70_.npz,[61],[0.902569],[],[]
Uz_time_51_71_.npz,[65],[0.9700814],[193],[0.5413628]
Uz_time_51_72_.npz,[67],[0.9624536],[203],[0.6389347]
Uz_time_51_73_.npz,[66],[0.9230439],[232],[0.31435844]
Uz_time_51_74_.npz,[66],[0.9397158],[],[]
Uz_time_51_75_.npz,[69],[0.9403667],[226],[0.39651376]
Uz_time_51_76_.npz,[69],[0.9409499],[210],[0.4957644]
Uz_time_51_77_.npz,[68],[0.9181161],[],[]
Uz_time_51_78_.npz,[69],[0.9363724],[232],[0.3039195]
Uz_time_51_79_.npz,[68],[0.93005234],[223],[0.59758157]
Uz_time_51_80_.npz,[66],[0.90618706],[234],[0.52304226]
Uz_time_51_81_.npz,[68],[0.8112956],[270],[0.48516092]
Uz_time_51_82_.npz,[65],[0.8604227],[252],[0.43184555]
Uz_time_51_83_.npz,[70],[0.90590453],[258],[0.48654985]
Uz_time_51_84_.npz,[71],[0.94487554],[267],[0.5475352]
Uz_time_51_85_.npz,[73],[0.95680815],[259],[0.5855267]
Uz_time_51_86_.npz,[74],[0.9681105],[278],[0.3078954]
Uz_time_51_87_.npz,[71],[0.88449013],[374],[0.23091455]
Uz_time_51_88_.npz,[76],[0.9374648],[298],[0.81396145]
Uz_time_51_89_.npz,[75],[0.9601798],[281],[0.8433692]
Uz_time_51_90_.npz,[76],[0.94152224],[350],[0.4862023]
Uz_time_51_91_.npz,[74],[0.9289153],[395],[0.40019467]
Uz_time_51_92_.npz,[77],[0.95331496],[355],[0.51353234]
Uz_time_51_93_.npz,[76],[0.94657177],[351],[0.80037916]
Uz_time_51_94_.npz,[72],[0.92053396],[533],[0.3468904]
Uz_time_51_95_.npz,[79],[0.83000356],[298],[0.47253844]
Uz_time_51_96_.npz,[75],[0.9354126],[],[]
Uz_time_52_01_.npz,[79],[0.9688107],[353],[0.8771068]
Uz_time_52_02_.npz,[80],[0.94977945],[349],[0.86777383]
Uz_time_52_03_.npz,[79],[0.94584024],[353],[0.4247144]
Uz_time_52_04_.npz,[79],[0.95443726],[],[]
Uz_time_52_05_.npz,[79],[0.9546378],[338],[0.28724557]
Uz_time_52_06_.npz,[76],[0.9342023],[],[]
Uz_time_52_07_.npz,[78],[0.95775795],[349],[0.6043005]
Uz_time_52_08_.npz,[76],[0.9673806],[322],[0.4614851]
Uz_time_52_09_.npz,[76],[0.95798916],[],[]
Uz_time_52_10_.npz,[75],[0.9522115],[317],[0.5534264]
Uz_time_52_11_.npz,[76],[0.97408265],[304],[0.6294733]
Uz_time_52_12_.npz,[76],[0.96215236],[298],[0.60836864]
Uz_time_52_13_.npz,[76],[0.97302884],[314],[0.27474087]
Uz_time_52_14_.npz,[75],[0.9645358],[286],[0.38390106]
Uz_time_52_15_.npz,[74],[0.95897806],[302],[0.69043934]
Uz_time_52_16_.npz,[74],[0.96284944],[298],[0.63600546]
Uz_time_52_17_.npz,[74],[0.94006234],[318],[0.43174097]
Uz_time_52_18_.npz,[71],[0.8882289],[255],[0.5269572]
Uz_time_52_19_.npz,[73],[0.9591406],[265],[0.29838896]
Uz_time_52_20_.npz,[71],[0.9348578],[267],[0.39863485]
Uz_time_52_21_.npz,[65],[0.87889516],[296],[0.32572353]
Uz_time_52_22_.npz,[66],[0.90248823],[273],[0.6285892]
Uz_time_52_23_.npz,[67],[0.9349698],[272],[0.48012006]
Uz_time_52_24_.npz,[66],[0.9214647],[266],[0.25737017]
Uz_time_52_25_.npz,[69],[0.953315],[250],[0.39741075]
Uz_time_52_26_.npz,[70],[0.9491725],[258],[0.57006204]
Uz_time_52_27_.npz,[67],[0.94774836],[246],[0.46148026]
Uz_time_52_28_.npz,[65],[0.91482335],[207],[0.2906706]
Uz_time_52_29_.npz,[65],[0.9065739],[205],[0.2735708]
Uz_time_52_30_.npz,[63],[0.92446893],[210],[0.37410504]
Uz_time_52_31_.npz,[65],[0.9461883],[198],[0.20001368]
Uz_time_52_32_.npz,[65],[0.96742445],[198],[0.23568884]
Uz_time_52_33_.npz,[65],[0.94783306],[],[]
Uz_time_52_34_.npz,[63],[0.9515129],[209],[0.44545627]
Uz_time_52_35_.npz,[63],[0.9592041],[178],[0.32991028]
Uz_time_52_36_.npz,[63],[0.9639553],[178],[0.4322564]
Uz_time_52_37_.npz,[62],[0.9553024],[194],[0.23507358]
Uz_time_52_38_.npz,[62],[0.9665512],[171],[0.54432195]
Uz_time_52_39_.npz,[55],[0.85637033],[],[]
Uz_time_52_40_.npz,[61],[0.9668004],[162],[0.6534856]
Uz_time_52_41_.npz,[58],[0.9193915],[],[]
Uz_time_52_42_.npz,[58],[0.94329846],[119],[0.27211428]
Uz_time_52_43_.npz,[57],[0.9616905],[127],[0.5975084]
Uz_time_52_44_.npz,[55],[0.96178645],[112],[0.62796396]
Uz_time_52_45_.npz,[53],[0.9598717],[111],[0.63936955]
Uz_time_52_46_.npz,[52],[0.9609918],[103],[0.68658835]
Uz_time_52_47_.npz,[51],[0.95757675],[105],[0.570894]
Uz_time_52_48_.npz,[50],[0.9462902],[99],[0.74538773]
Uz_time_52_49_.npz,[46],[0.94399804],[68],[0.6431294]
Uz_time_52_50_.npz,[46],[0.878304],[64],[0.83173275]
Uz_time_52_51_.npz,[43],[0.9137775],[70],[0.6087226]
Uz_time_52_52_.npz,[42],[0.947068],[70],[0.67961043]
Uz_time_52_53_.npz,[46],[0.9126806],[64],[0.7245384]
Uz_time_52_54_.npz,[49],[0.961178],[87],[0.7074995]
Uz_time_52_55_.npz,[50],[0.96121097],[98],[0.713823]
Uz_time_52_56_.npz,[51],[0.9583825],[103],[0.6839971]
Uz_time_52_57_.npz,[52],[0.9458094],[106],[0.6565162]
Uz_time_52_58_.npz,[53],[0.9408479],[112],[0.5079186]
Uz_time_52_59_.npz,[55],[0.96071446],[115],[0.64181453]
Uz_time_52_60_.npz,[57],[0.96521497],[127],[0.5916872]
Uz_time_52_61_.npz,[58],[0.96736366],[134],[0.46676508]
Uz_time_52_62_.npz,[59],[0.9639901],[146],[0.4357178]
Uz_time_52_63_.npz,[59],[0.9608825],[154],[0.676214]
Uz_time_52_64_.npz,[61],[0.97570294],[161],[0.6811383]
Uz_time_52_65_.npz,[61],[0.9745535],[155],[0.49368623]
Uz_time_52_66_.npz,[63],[0.96467596],[170],[0.2861957]
Uz_time_52_67_.npz,[63],[0.9657196],[170],[0.62323356]
Uz_time_52_68_.npz,[64],[0.9602715],[177],[0.54497534]
Uz_time_52_69_.npz,[65],[0.97622514],[194],[0.40506956]
Uz_time_52_70_.npz,[66],[0.9463415],[],[]
Uz_time_52_71_.npz,[66],[0.9748191],[199],[0.5832875]
Uz_time_52_72_.npz,[67],[0.95941055],[209],[0.6859081]
Uz_time_52_73_.npz,[66],[0.92549676],[214],[0.29460642]
Uz_time_52_74_.npz,[67],[0.9490621],[],[]
Uz_time_52_75_.npz,[69],[0.9499531],[230],[0.30046192]
Uz_time_52_76_.npz,[69],[0.93363744],[226],[0.21986686]
Uz_time_52_77_.npz,[69],[0.9140201],[226],[0.35055956]
Uz_time_52_78_.npz,[70],[0.94059056],[232],[0.41786805]
Uz_time_52_79_.npz,[69],[0.9436533],[226],[0.37821886]
Uz_time_52_80_.npz,[68],[0.9087646],[226],[0.6371724]
Uz_time_52_81_.npz,[68],[0.9274664],[266],[0.5245683]
Uz_time_52_82_.npz,[69],[0.8983663],[250],[0.5780975]
Uz_time_52_83_.npz,[70],[0.93257755],[254],[0.41110745]
Uz_time_52_84_.npz,[72],[0.9493763],[264],[0.6733948]
Uz_time_52_85_.npz,[73],[0.96643615],[259],[0.70624757]
Uz_time_52_86_.npz,[74],[0.9661261],[276],[0.7100028]
Uz_time_52_87_.npz,[75],[0.9117605],[],[]
Uz_time_52_88_.npz,[75],[0.9596215],[275],[0.683511]
Uz_time_52_89_.npz,[75],[0.9600198],[278],[0.78652954]
Uz_time_52_90_.npz,[75],[0.9527648],[346],[0.57081646]
Uz_time_52_91_.npz,[76],[0.9346228],[322],[0.5836632]
Uz_time_52_92_.npz,[77],[0.9720282],[300],[0.3842363]
Uz_time_52_93_.npz,[77],[0.97341806],[323],[0.5611526]
Uz_time_52_94_.npz,[74],[0.92700213],[],[]
Uz_time_52_95_.npz,[79],[0.89628375],[294],[0.3895013]
Uz_time_52_96_.npz,[78],[0.9364188],[452],[0.43727154]
Uz_time_53_01_.npz,[80],[0.9643721],[361],[0.8974735]
Uz_time_53_02_.npz,[79],[0.95449275],[357],[0.86256087]
Uz_time_53_03_.npz,[79],[0.95296633],[351],[0.3575506]
Uz_time_53_04_.npz,[79],[0.95988],[344],[0.8535007]
Uz_time_53_05_.npz,[79],[0.9407342],[392],[0.3646042]
Uz_time_53_06_.npz,[77],[0.94744974],[322],[0.28698173]
Uz_time_53_07_.npz,[78],[0.95378923],[325],[0.5574183]
Uz_time_53_08_.npz,[76],[0.96418],[319],[0.82291955]
Uz_time_53_09_.npz,[77],[0.96899295],[315],[0.49535668]
Uz_time_53_10_.npz,[76],[0.96300673],[317],[0.30725065]
Uz_time_53_11_.npz,[76],[0.9578785],[310],[0.63107544]
Uz_time_53_12_.npz,[76],[0.95494896],[306],[0.3804145]
Uz_time_53_13_.npz,[76],[0.9705357],[295],[0.57898355]
Uz_time_53_14_.npz,[75],[0.96100765],[286],[0.6841562]
Uz_time_53_15_.npz,[74],[0.9630241],[281],[0.8006353]
Uz_time_53_16_.npz,[74],[0.972012],[278],[0.682902]
Uz_time_53_17_.npz,[75],[0.96084213],[],[]
Uz_time_53_18_.npz,[72],[0.9434553],[278],[0.38179374]
Uz_time_53_19_.npz,[73],[0.96172935],[286],[0.23805189]
Uz_time_53_20_.npz,[70],[0.9420586],[250],[0.49202186]
Uz_time_53_21_.npz,[67],[0.9139015],[258],[0.38917992]
Uz_time_53_22_.npz,[69],[0.9035242],[254],[0.41282526]
Uz_time_53_23_.npz,[67],[0.94107133],[257],[0.3482031]
Uz_time_53_24_.npz,[67],[0.9360352],[225],[0.5902809]
Uz_time_53_25_.npz,[69],[0.95610446],[257],[0.53828937]
Uz_time_53_26_.npz,[69],[0.95558697],[258],[0.33433658]
Uz_time_53_27_.npz,[68],[0.96222264],[232],[0.4990944]
Uz_time_53_28_.npz,[66],[0.71918064],[206],[0.27445614]
Uz_time_53_29_.npz,[67],[0.8661899],[210],[0.40903148]
Uz_time_53_30_.npz,[65],[0.8779366],[202],[0.6622399]
Uz_time_53_31_.npz,[66],[0.9565125],[199],[0.6837714]
Uz_time_53_32_.npz,[65],[0.96023935],[197],[0.6465103]
Uz_time_53_33_.npz,[65],[0.96914005],[198],[0.5000338]
Uz_time_53_34_.npz,[65],[0.9635508],[210],[0.2687356]
Uz_time_53_35_.npz,[64],[0.9631155],[176],[0.4115795]
Uz_time_53_36_.npz,[63],[0.9608277],[176],[0.50290614]
Uz_time_53_37_.npz,[64],[0.9580281],[179],[0.5694745]
Uz_time_53_38_.npz,[62],[0.96351266],[171],[0.65347403]
Uz_time_53_39_.npz,[65],[0.9034345],[246],[0.2103104]
Uz_time_53_40_.npz,[61],[0.9694913],[166],[0.6482412]
Uz_time_53_41_.npz,[59],[0.90688753],[162],[0.22086109]
Uz_time_53_42_.npz,[58],[0.94562733],[130],[0.3373265]
Uz_time_53_43_.npz,[58],[0.9442146],[123],[0.63497543]
Uz_time_53_44_.npz,[56],[0.96885556],[123],[0.68353176]
Uz_time_53_45_.npz,[55],[0.9624609],[121],[0.6817468]
Uz_time_53_46_.npz,[54],[0.9695423],[113],[0.63935876]
Uz_time_53_47_.npz,[53],[0.9564425],[115],[0.5681258]
Uz_time_53_48_.npz,[51],[0.95430434],[103],[0.6996078]
Uz_time_53_49_.npz,[50],[0.9518181],[98],[0.7498924]
Uz_time_53_50_.npz,[49],[0.8748284],[90],[0.6691211]
Uz_time_53_51_.npz,[47],[0.9312923],[77],[0.55271494]
Uz_time_53_52_.npz,[42],[0.96181995],[60],[0.76590276]
Uz_time_53_53_.npz,[42],[0.9353205],[49],[0.35021988]
Uz_time_53_54_.npz,[46],[0.92852515],[71],[0.6631286]
Uz_time_53_55_.npz,[45],[0.92677486],[68],[0.7212308]
Uz_time_53_56_.npz,[49],[0.9658771],[83],[0.6688822]
Uz_time_53_57_.npz,[50],[0.960991],[88],[0.7454316]
Uz_time_53_58_.npz,[52],[0.9513716],[106],[0.6982311]
Uz_time_53_59_.npz,[54],[0.9621605],[108],[0.59548706]
Uz_time_53_60_.npz,[55],[0.96063614],[115],[0.60105383]
Uz_time_53_61_.npz,[57],[0.9651598],[120],[0.78228]
Uz_time_53_62_.npz,[57],[0.97216684],[124],[0.72631645]
Uz_time_53_63_.npz,[59],[0.9633544],[151],[0.5987879]
Uz_time_53_64_.npz,[59],[0.96625984],[147],[0.37763712]
Uz_time_53_65_.npz,[61],[0.9695041],[160],[0.30167326]
Uz_time_53_66_.npz,[62],[0.9662199],[],[]
Uz_time_53_67_.npz,[63],[0.96702796],[158],[0.6733142]
Uz_time_53_68_.npz,[63],[0.96513236],[164],[0.3702726]
Uz_time_53_69_.npz,[64],[0.96805084],[166],[0.364556]
Uz_time_53_70_.npz,[65],[0.9443401],[],[]
Uz_time_53_71_.npz,[66],[0.9708301],[198],[0.49640366]
Uz_time_53_72_.npz,[67],[0.96565765],[207],[0.65432674]
Uz_time_53_73_.npz,[67],[0.95828706],[212],[0.37675428]
Uz_time_53_74_.npz,[66],[0.9603622],[328],[0.6243992]
Uz_time_53_75_.npz,[68],[0.9480304],[204],[0.44127324]
Uz_time_53_76_.npz,[69],[0.94095296],[206],[0.44806913]
Uz_time_53_77_.npz,[68],[0.9290498],[226],[0.2103368]
Uz_time_53_78_.npz,[68],[0.92856437],[238],[0.34377673]
Uz_time_53_79_.npz,[67],[0.92484057],[225],[0.41939458]
Uz_time_53_80_.npz,[69],[0.8896616],[225],[0.4108637]
Uz_time_53_81_.npz,[67],[0.9243809],[225],[0.5253575]
Uz_time_53_82_.npz,[69],[0.90920925],[258],[0.5287387]
Uz_time_53_83_.npz,[69],[0.95322526],[243],[0.36511767]
Uz_time_53_84_.npz,[69],[0.9427673],[270],[0.5304473]
Uz_time_53_85_.npz,[72],[0.9613975],[249],[0.7585961]
Uz_time_53_86_.npz,[74],[0.96508074],[259],[0.70511127]
Uz_time_53_87_.npz,[75],[0.9192415],[280],[0.4876257]
Uz_time_53_88_.npz,[75],[0.9612943],[272],[0.75905114]
Uz_time_53_89_.npz,[74],[0.96330607],[274],[0.84989274]
Uz_time_53_90_.npz,[75],[0.95968175],[298],[0.25085226]
Uz_time_53_91_.npz,[77],[0.9484668],[314],[0.5576444]
Uz_time_53_92_.npz,[76],[0.971711],[289],[0.6651907]
Uz_time_53_93_.npz,[77],[0.9705018],[314],[0.8620654]
Uz_time_53_94_.npz,[71],[0.9238908],[],[]
Uz_time_53_95_.npz,[75],[0.78971374],[],[]
Uz_time_53_96_.npz,[78],[0.93502295],[451],[0.4982807]
Uz_time_54_01_.npz,[80],[0.9569611],[377],[0.4374784]
Uz_time_54_02_.npz,[80],[0.9582311],[368],[0.60120016]
Uz_time_54_03_.npz,[80],[0.97094125],[364],[0.3815288]
Uz_time_54_04_.npz,[80],[0.9715685],[351],[0.87573147]
Uz_time_54_05_.npz,[80],[0.9564413],[406],[0.43092412]
Uz_time_54_06_.npz,[75],[0.93813837],[424],[0.3633315]
Uz_time_54_07_.npz,[79],[0.9525632],[],[]
Uz_time_54_08_.npz,[78],[0.9521477],[347],[0.58688]
Uz_time_54_09_.npz,[77],[0.95119375],[349],[0.43191278]
Uz_time_54_10_.npz,[77],[0.95169336],[315],[0.37299073]
Uz_time_54_11_.npz,[76],[0.9519491],[317],[0.36964047]
Uz_time_54_12_.npz,[78],[0.9422277],[393],[0.62306607]
Uz_time_54_13_.npz,[78],[0.95746124],[403],[0.5248172]
Uz_time_54_14_.npz,[75],[0.96386904],[289],[0.7815656]
Uz_time_54_15_.npz,[75],[0.96300226],[283],[0.6985558]
Uz_time_54_16_.npz,[74],[0.969041],[294],[0.4629248]
Uz_time_54_17_.npz,[75],[0.95375556],[300],[0.70681095]
Uz_time_54_18_.npz,[74],[0.9466331],[306],[0.42891583]
Uz_time_54_19_.npz,[73],[0.9359174],[265],[0.31289518]
Uz_time_54_20_.npz,[71],[0.9576556],[],[]
Uz_time_54_21_.npz,[67],[0.9217274],[265],[0.47374797]
Uz_time_54_22_.npz,[67],[0.87105083],[265],[0.70091265]
Uz_time_54_23_.npz,[68],[0.9319662],[263],[0.8057178]
Uz_time_54_24_.npz,[68],[0.92232573],[262],[0.74156386]
Uz_time_54_25_.npz,[70],[0.94327044],[258],[0.5850662]
Uz_time_54_26_.npz,[70],[0.92752415],[251],[0.34796333]
Uz_time_54_27_.npz,[69],[0.9493463],[258],[0.48341528]
Uz_time_54_28_.npz,[67],[0.9283825],[322],[0.36482614]
Uz_time_54_29_.npz,[67],[0.94053274],[322],[0.4608147]
Uz_time_54_30_.npz,[63],[0.8547613],[226],[0.25111583]
Uz_time_54_31_.npz,[65],[0.9240412],[210],[0.37070307]
Uz_time_54_32_.npz,[65],[0.94713295],[210],[0.5347723]
Uz_time_54_33_.npz,[65],[0.9627501],[207],[0.6032683]
Uz_time_54_34_.npz,[65],[0.9643978],[207],[0.42147544]
Uz_time_54_35_.npz,[65],[0.9685758],[194],[0.36295116]
Uz_time_54_36_.npz,[64],[0.9643582],[187],[0.36710307]
Uz_time_54_37_.npz,[63],[0.9632015],[170],[0.35818806]
Uz_time_54_38_.npz,[62],[0.9631708],[187],[0.45990935]
Uz_time_54_39_.npz,[65],[0.7691177],[],[]
Uz_time_54_40_.npz,[62],[0.95141476],[174],[0.52692354]
Uz_time_54_41_.npz,[59],[0.93008864],[162],[0.48662326]
Uz_time_54_42_.npz,[59],[0.9392721],[146],[0.26529074]
Uz_time_54_43_.npz,[58],[0.95152056],[138],[0.43125632]
Uz_time_54_44_.npz,[58],[0.974645],[134],[0.62307626]
Uz_time_54_45_.npz,[57],[0.97599924],[122],[0.75338537]
Uz_time_54_46_.npz,[55],[0.95652264],[122],[0.57139146]
Uz_time_54_47_.npz,[53],[0.9525576],[119],[0.59201235]
Uz_time_54_48_.npz,[51],[0.9586099],[114],[0.63202554]
Uz_time_54_49_.npz,[50],[0.9596866],[103],[0.5875173]
Uz_time_54_50_.npz,[49],[0.94891244],[98],[0.7864445]
Uz_time_54_51_.npz,[49],[0.95057243],[88],[0.7010028]
Uz_time_54_52_.npz,[46],[0.9242635],[68],[0.6773305]
Uz_time_54_53_.npz,[42],[0.97617525],[],[]
Uz_time_54_54_.npz,[42],[0.9521597],[68],[0.65394735]
Uz_time_54_55_.npz,[47],[0.8884922],[69],[0.62477446]
Uz_time_54_56_.npz,[46],[0.9410786],[68],[0.77366656]
Uz_time_54_57_.npz,[48],[0.9563185],[85],[0.7328255]
Uz_time_54_58_.npz,[51],[0.94814396],[101],[0.6795374]
Uz_time_54_59_.npz,[52],[0.95817024],[108],[0.62418425]
Uz_time_54_60_.npz,[54],[0.96029985],[114],[0.5133566]
Uz_time_54_61_.npz,[58],[0.9720457],[118],[0.64246494]
Uz_time_54_62_.npz,[58],[0.9703954],[120],[0.7546655]
Uz_time_54_63_.npz,[59],[0.96080834],[130],[0.3928164]
Uz_time_54_64_.npz,[58],[0.97342795],[129],[0.6681562]
Uz_time_54_65_.npz,[61],[0.9569526],[170],[0.3451632]
Uz_time_54_66_.npz,[62],[0.96966344],[166],[0.5284879]
